,id,name,country,country_code,abbreviation,week,Year
337,sr:competitor:196672,"Davis, James",Great Britain,GBR,DAV,16,2025
338,sr:competitor:54903,"Karlovskiy, Evgeny",Neutral,,KAR,16,2025
339,sr:competitor:750283,"Isomura, Kokoro",Japan,JPN,ISO,16,2025
340,sr:competitor:202681,"Marrero Curbelo, Ivan",Spain,ESP,MAR,16,2025
341,sr:competitor:112783,"Berrettini, Matteo",Italy,ITA,BER,16,2025
342,sr:competitor:57703,"Pouille, Lucas",France,FRA,POU,16,2025
343,sr:competitor:163504,"Medvedev, Daniil",Neutral,,MED,16,2025
344,sr:competitor:225050,"Sinner, Jannik",Italy,ITA,SIN,16,2025
345,sr:competitor:104847,"Sonego, Lorenzo",Italy,ITA,SON,16,2025
346,sr:competitor:214182,"de Minaur, Alex",Australia,AUS,DE,16,2025
347,sr:competitor:682911,"Faria, Jaime",Portugal,PRT,FAR,16,2025
348,sr:competitor:103625,"Geerts, Michael",Belgium,BEL,GEE,16,2025
349,sr:competitor:182086,"Bass, Finn",Great Britain,GBR,BAS,16,2025
350,sr:competitor:452691,"Araujo, Pedro",Portugal,PRT,ARA,16,2025
351,sr:competitor:435758,"Vanshelboim, Eric",Ukraine,UKR,VAN,16,2025
352,sr:competitor:49663,"Escoffier, Antoine",France,FRA,ESC,16,2025
353,sr:competitor:226124,"Holmgren, August",Denmark,DNK,HOL,16,2025
354,sr:competitor:130442,"Rai, Ajeet",New Zealand,NZL,RAI,16,2025
355,sr:competitor:90798,"Halys, Quentin",France,FRA,HAL,16,2025
356,sr:competitor:681071,"Ganta, Sai Karteek Reddy",India,IND,GAN,16,2025
357,sr:competitor:387066,"Forejtek, Jonas",Czechia,CZE,FOR,16,2025
358,sr:competitor:515510,"Heide, Gustavo",Brazil,BRA,HEI,16,2025
359,sr:competitor:362982,"Barreiros Reyes, Mateo",Brazil,BRA,BAR,16,2025
360,sr:competitor:55787,"Olivo, Renzo",Argentina,ARG,OLI,16,2025
361,sr:competitor:205767,"Cretu, Cezar (2001)",Romania,ROU,CRE,16,2025
362,sr:competitor:620338,"Sharipov, Marat",Neutral,,SHA,16,2025
363,sr:competitor:947875,"Zhou, Yi",China,CHN,ZHO,16,2025
364,sr:competitor:359608,"Maestrelli, Francesco",Italy,ITA,MAE,16,2025
365,sr:competitor:437734,"Shin, Woobin",Republic of Korea,KOR,SHI,16,2025
366,sr:competitor:16852,"Uzhylovskyi, Volodoymyr",Ukraine,UKR,UZV,16,2025
367,sr:competitor:679701,"Gueymard Wayenburg, Sascha",France,FRA,GUE,16,2025
368,sr:competitor:873679,"Bondioli, Federico",Italy,ITA,BON,16,2025
369,sr:competitor:80665,"Polmans, Marc",Australia,AUS,POL,16,2025
370,sr:competitor:65606,"Agamenone, Franco",Italy,ITA,AGA,16,2025
371,sr:competitor:215778,"Izquierdo Luque, Rafael",Spain,ESP,IZQ,16,2025
372,sr:competitor:312436,"Hudd, Emile",Great Britain,GBR,HUD,16,2025
373,sr:competitor:312728,"Stewart, Hamish",Great Britain,GBR,STE,16,2025
374,sr:competitor:229024,"Zahraj, Patrick",Germany,DEU,ZAH,16,2025
375,sr:competitor:286541,"Zhukayev, Beibit",Kazakhstan,KAZ,ZHU,16,2025
376,sr:competitor:111609,"Barroso Campos, Alberto",Spain,ESP,BAR,16,2025
377,sr:competitor:861549,"Vavassori, Matteo",Italy,ITA,VAV,16,2025
378,sr:competitor:134602,"Perez, Alfredo",USA,USA,PER,16,2025
379,sr:competitor:116616,"Clarke, Jay",Great Britain,GBR,CLA,16,2025
380,sr:competitor:767058,"Lobanov, Aleksandr",Neutral,,LOB,16,2025
381,sr:competitor:418163,"Perfetti, Noah",Italy,ITA,PER,16,2025
382,sr:competitor:564952,"Kusuhara, Yusuke",Japan,JPN,KUS,16,2025
383,sr:competitor:644676,"Milev, Yanaki",Bulgaria,BGR,MIL,16,2025
384,sr:competitor:96239,"Durasovic, Viktor",Norway,NOR,DUR,16,2025
385,sr:competitor:538457,"Chopra, Keshav",USA,USA,CHO,16,2025
386,sr:competitor:763108,"Mensik, Jakub",Czechia,CZE,MEN,16,2025
387,sr:competitor:185388,"Humbert, Ugo",France,FRA,HUM,16,2025
388,sr:competitor:106755,"Rublev, Andrey",Neutral,,RUB,16,2025
389,sr:competitor:252233,"Tang, Sheng",China,CHN,TAN,16,2025
390,sr:competitor:272273,"Mansilla Diez, Mario",Spain,ESP,MAN,16,2025
391,sr:competitor:565070,"Monday, Johannus",Great Britain,GBR,MON,16,2025
392,sr:competitor:210502,"Kopp, Sandro",Austria,AUT,KOP,16,2025
393,sr:competitor:118166,"Bakshi, Aleksandre",Georgia,GEO,BAK,16,2025
394,sr:competitor:215492,"Cui, Jie",China,CHN,CUI,16,2025
395,sr:competitor:269535,"Potenza, Luca",Italy,ITA,POT,16,2025
396,sr:competitor:385204,"Verbin, Pavel",Neutral,,VER,16,2025
397,sr:competitor:217038,"Seeman, Johannes",Estonia,EST,SEE,16,2025
398,sr:competitor:655845,"Quinn, Ethan",USA,USA,QUI,16,2025
399,sr:competitor:16781,"Sharan, Divij",India,IND,SHA,16,2025
400,sr:competitor:298118,"Summers, Matthew",Great Britain,GBR,SUM,16,2025
401,sr:competitor:156826,"van Wyk, Kris",South Africa,ZAF,VAN,16,2025
402,sr:competitor:321667,"Mayot, Harold",France,FRA,MAY,16,2025
403,sr:competitor:855911,"Hrazdil, Jan",Czechia,CZE,HRA,16,2025
404,sr:competitor:280559,"Catini, Niccolo",Italy,ITA,CAT,16,2025
405,sr:competitor:785974,"La Serna, Juan Manuel",Argentina,ARG,LA,16,2025
406,sr:competitor:497320,"Visker, Niels",Netherlands,NLD,VIS,16,2025
407,sr:competitor:405969,"Paulson, Andrew",Czechia,CZE,PAU,16,2025
408,sr:competitor:134610,"Blumberg, William",USA,USA,BLU,16,2025
409,sr:competitor:763106,"Barton, Hynek",Czechia,CZE,BAR,16,2025
410,sr:competitor:52276,"Krueger, Mitchell",USA,USA,KRU,16,2025
411,sr:competitor:501410,"Hignett, Liam",Great Britain,GBR,HIG,16,2025
412,sr:competitor:345060,"Kingsley, Cannon",USA,USA,KIN,16,2025
413,sr:competitor:761136,"Basel, Valentin",Argentina,ARG,BAS,16,2025
414,sr:competitor:138528,"Mejia, Nicolas",Colombia,COL,MEJ,16,2025
415,sr:competitor:256375,"Jeong, Yeongseok",Republic of Korea,KOR,JEO,16,2025
416,sr:competitor:163636,"Klein, Lukas",Slovakia,SVK,KLE,16,2025
417,sr:competitor:57021,"Kovalik, Jozef",Slovakia,SVK,KOV,16,2025
418,sr:competitor:54573,"Coria, Federico",Argentina,ARG,COR,16,2025
419,sr:competitor:99587,"Chung, Yun Seong",Republic of Korea,KOR,CHU,16,2025
420,sr:competitor:759758,"Sakellaridis, Dimitris",Greece,GRC,SAK,16,2025
421,sr:competitor:74441,"Couacaud, Enzo",France,FRA,COU,16,2025
422,sr:competitor:215696,"Schell, Niklas",Germany,DEU,SCH,16,2025
423,sr:competitor:503814,"Mochizuki, Shintaro",Japan,JPN,MOC,16,2025
424,sr:competitor:404753,"Saritas, Gokberk",Turkiye,TUR,SAR,16,2025
425,sr:competitor:938667,"Schwaerzler, Joel",Austria,AUT,SCH,16,2025
426,sr:competitor:49548,"Manafov, Vladyslav",Ukraine,UKR,MAN,16,2025
427,sr:competitor:15743,"Istomin, Denis",Uzbekistan,UZB,IST,16,2025
428,sr:competitor:1025093,"Bianchi, Juan Jose",Venezuela,VEN,BIA,16,2025
429,sr:competitor:115239,"Kaukovalta, Patrick",Finland,FIN,KAU,16,2025
430,sr:competitor:263857,"De Krom, Michiel",Netherlands,NLD,DE,16,2025
431,sr:competitor:220932,"Shin, Sanhui",Republic of Korea,KOR,SHI,16,2025
432,sr:competitor:210526,"Kopriva, Vit",Czechia,CZE,KOP,16,2025
433,sr:competitor:524256,"Beckley, Alec",South Africa,ZAF,BEC,16,2025
434,sr:competitor:246745,"Tajima, Naoki",Japan,JPN,TAJ,16,2025
435,sr:competitor:269523,"Bax, Florent",France,FRA,BAX,16,2025
436,sr:competitor:54975,"Casanova, Hernan",Argentina,ARG,CAS,16,2025
437,sr:competitor:390486,"Farjat, Tomas",Argentina,ARG,FAR,16,2025
438,sr:competitor:273883,"Rocha, Francisco",Portugal,PRT,ROC,16,2025
439,sr:competitor:739641,"Collignon, Raphael",Belgium,BEL,COL,16,2025
440,sr:competitor:56361,"Sels, Jelle",Netherlands,NLD,SEL,16,2025
441,sr:competitor:177686,"Barranco Cosano, Javier",Spain,ESP,BAR,16,2025
442,sr:competitor:406397,"Woodall, William",USA,USA,WOO,16,2025
443,sr:competitor:186629,"Kirkin, Ergi",Turkiye,TUR,KIR,16,2025
444,sr:competitor:675167,"Javia, Dev",India,IND,JAV,16,2025
445,sr:competitor:376372,"Perez, Brandon",Venezuela,VEN,PER,16,2025
446,sr:competitor:266711,"Pavlovic, Luka",France,FRA,PAV,16,2025
447,sr:competitor:114885,"Nikles, Johan",Switzerland,CHE,NIK,16,2025
448,sr:competitor:283965,"Suresh, Dhakshineswar",India,IND,SUR,16,2025
449,sr:competitor:342822,"Ichikawa, Taisei",Japan,JPN,ICH,16,2025
450,sr:competitor:837590,"Arutiunian, Erik",Belarus,BLR,ARU,16,2025
451,sr:competitor:160104,"Vance, Jamie",USA,USA,VAN,16,2025
452,sr:competitor:88992,"Muller, Alexandre",France,FRA,MUL,16,2025
453,sr:competitor:682903,"Nakagawa, Shunsuke",Japan,JPN,NAK,16,2025
454,sr:competitor:570833,"Rodriguez Rodriguez, Johan Alexander",Colombia,COL,ROD,16,2025
455,sr:competitor:210636,"Poling, Karl",USA,USA,POL,16,2025
456,sr:competitor:297608,"Hazawa, Shinji",Japan,JPN,HAZ,16,2025
457,sr:competitor:181384,"Sinha, Nitin Kumar",India,IND,SIN,16,2025
458,sr:competitor:322729,"Bueno Gil, Alvaro",Spain,ESP,BUE,16,2025
459,sr:competitor:132834,"Barrios Vera, Marcelo Tomas",Chile,CHL,BAR,16,2025
460,sr:competitor:241710,"Kikuchi, Yuta",Japan,JPN,KIK,16,2025
461,sr:competitor:137890,"Vale, Duarte",Portugal,PRT,VAL,16,2025
462,sr:competitor:418167,"Garcian, Axel",France,FRA,GAR,16,2025
463,sr:competitor:209356,"Moreno, Daniel",Mexico,MEX,MOR,16,2025
464,sr:competitor:307112,"Erel, Yanki",Turkiye,TUR,ERE,16,2025
465,sr:competitor:165234,"Vasa, Eero",Finland,FIN,VAS,16,2025
466,sr:competitor:783794,"Singh, Karan (IND)",India,IND,SIN,16,2025
467,sr:competitor:369572,"Boulais, Justin",Canada,CAN,BOU,16,2025
468,sr:competitor:224936,"Nanda, Govind",USA,USA,NAN,16,2025
469,sr:competitor:46259,"Neuchrist, Maximilian",Austria,AUT,NEU,16,2025
470,sr:competitor:833418,"Del Pino, Mateo",Argentina,ARG,DEL,16,2025
471,sr:competitor:341218,"Colson, Tibo",Belgium,BEL,COL,16,2025
472,sr:competitor:50901,"Popko, Dmitry",Kazakhstan,KAZ,POP,16,2025
473,sr:competitor:389078,"Lalami Laaroussi, Younes",Morocco,MAR,LAL,16,2025
474,sr:competitor:294248,"Hellum Lilleengen, Lukas",Norway,NOR,HEL,16,2025
475,sr:competitor:76251,"Bobrov, Bogdan",Neutral,,BOB,16,2025
476,sr:competitor:256481,"Marques, Diogo",Portugal,PRT,MAR,16,2025
477,sr:competitor:194668,"Wenger, Damien",Switzerland,CHE,WEN,16,2025
478,sr:competitor:51100,"Roca Batalla, Oriol",Spain,ESP,ROC,16,2025
479,sr:competitor:100317,"Turker, Mert Naci",Turkiye,TUR,TUR,16,2025
480,sr:competitor:684577,"Muller, Rik",Netherlands,NLD,MUL,16,2025
481,sr:competitor:920395,"Shah, Aryan",India,IND,SHA,16,2025
482,sr:competitor:997473,"Bernet, Henry",Switzerland,CHE,BER,16,2025
483,sr:competitor:801374,"Gea, Arthur",France,FRA,GEA,16,2025
484,sr:competitor:107483,"Monzon, Ignacio",Argentina,ARG,MON,16,2025
485,sr:competitor:199196,"Sanchez Izquierdo, Nikolas",Spain,ESP,SAI,16,2025
486,sr:competitor:317355,"Somani, Parikshit",India,IND,SOM,16,2025
487,sr:competitor:403357,"Thayne, Wally",USA,USA,THA,16,2025
488,sr:competitor:282183,"Rottoli, Lorenzo",Italy,ITA,ROT,16,2025
489,sr:competitor:260947,"Falabella, Lautaro Agustin",Argentina,ARG,FAL,16,2025
490,sr:competitor:990785,"Zheng, Zhan",China,CHN,ZHE,16,2025
491,sr:competitor:50360,"Margaroli, Luca",Switzerland,CHE,MAR,16,2025
492,sr:competitor:622876,"Vallejo, Adolfo Daniel",Paraguay,PRY,VAL,16,2025
493,sr:competitor:283451,"Rodriguez, Lorenzo Joaquin",Argentina,ARG,ROD,16,2025
494,sr:competitor:609146,"Okonkwo, Oliver",Great Britain,GBR,OKO,16,2025
495,sr:competitor:14882,"Djokovic, Novak",Serbia,SRB,DJO,16,2025
496,sr:competitor:39711,"Duckworth, James",Australia,AUS,DUC,16,2025
497,sr:competitor:423131,"Picchione, Andrea",Italy,ITA,PIC,16,2025
498,sr:competitor:170964,"Bittoun Kouzmine, Constantin",France,FRA,BIT,16,2025
499,sr:competitor:47767,"Lamasine, Tristan",France,FRA,LAM,16,2025
500,sr:competitor:72376,"Siniakova, Katerina",Czechia,CZE,SIN,16,2025
501,sr:competitor:51387,"Townsend, Taylor",USA,USA,TOW,16,2025
502,sr:competitor:74949,"Routliffe, Erin",New Zealand,NZL,ROU,16,2025
503,sr:competitor:64496,"Ostapenko, Jelena",Latvia,LVA,OST,16,2025
504,sr:competitor:43860,"Dabrowski, Gabriela",Canada,CAN,DAB,16,2025
505,sr:competitor:19202,"Errani, Sara",Italy,ITA,ERR,16,2025
506,sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO,16,2025
507,sr:competitor:19932,"Muhammad, Asia",USA,USA,MUH,16,2025
508,sr:competitor:41520,"Kichenok, Lyudmyla",Ukraine,UKR,KIC,16,2025
509,sr:competitor:18936,"Hsieh, Su-Wei",Chinese Taipei,TPE,HSI,16,2025
510,sr:competitor:19607,"Zhang, Shuai",China,CHN,ZHA,16,2025
511,sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN,16,2025
512,sr:competitor:64021,"Krawczyk, Desirae",USA,USA,KRA,16,2025
513,sr:competitor:48625,"Chan, Hao-Ching",Chinese Taipei,TPE,CHA,16,2025
514,sr:competitor:66968,"Kudermetova, Veronika",Neutral,,KUD,16,2025
515,sr:competitor:47810,"Khromacheva, Irina",Neutral,,KHR,16,2025
516,sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL,16,2025
517,sr:competitor:69718,"Danilina, Anna",Kazakhstan,KAZ,DAN,16,2025
518,sr:competitor:871583,"Andreeva, Mirra",Neutral,,AND,16,2025
519,sr:competitor:119670,"Perez, Ellen",Australia,AUS,PER,16,2025
520,sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC,16,2025
521,sr:competitor:37508,"Siegemund, Laura",Germany,DEU,SIE,16,2025
522,sr:competitor:46084,"Melichar-Martinez, Nicole",USA,USA,MEL,16,2025
523,sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA,16,2025
524,sr:competitor:373352,"Gauff, Coco",USA,USA,GAU,16,2025
525,sr:competitor:50537,"Schuurs, Demi",Netherlands,NLD,SCH,16,2025
526,sr:competitor:24431,"Panova, Alexandra",Neutral,,PAN,16,2025
527,sr:competitor:150122,"Jiang, Xinyu",China,CHN,JIA,16,2025
528,sr:competitor:66432,"Kato, Miyu",Japan,JPN,KAT,16,2025
529,sr:competitor:182178,"Wu, Fang-Hsien",Chinese Taipei,TPE,FAN,16,2025
530,sr:competitor:129714,"Nicholls, Olivia",Great Britain,GBR,NIC,16,2025
531,sr:competitor:78551,"Mertens, Elise",Belgium,BEL,MER,16,2025
532,sr:competitor:289507,"Fernandez, Leylah Annie",Canada,CAN,FER,16,2025
533,sr:competitor:142996,"Mihalikova, Tereza",Slovakia,SVK,MIH,16,2025
534,sr:competitor:43102,"Babos, Timea",Hungary,HUN,BAB,16,2025
535,sr:competitor:18354,"Mattek-Sands, Bethanie",USA,USA,MAT,16,2025
536,sr:competitor:91960,"Kenin, Sofia",USA,USA,KEN,16,2025
537,sr:competitor:96075,"Stefani, Luisa",Brazil,BRA,STE,16,2025
538,sr:competitor:166124,"Olmos, Giuliana",Mexico,MEX,OLM,16,2025
539,sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR,16,2025
540,sr:competitor:19655,"Niculescu, Monica",Romania,ROU,NIC,16,2025
541,sr:competitor:51481,"Sutjiadi, Aldila",Indonesia,IDN,SUT,16,2025
542,sr:competitor:272217,"Wang, Xinyu",China,CHN,WAN,16,2025
543,sr:competitor:60398,"Krejcikova, Barbora",Czechia,CZE,KRE,16,2025
544,sr:competitor:19974,"Xu, Yifan",China,CHN,YIF,16,2025
545,sr:competitor:153652,"Guo, Hanyu",China,CHN,GUO,16,2025
546,sr:competitor:47801,"Eikeri, Ulrikke",Norway,NOR,EIK,16,2025
547,sr:competitor:103901,"Ruse, Elena-Gabriela",Romania,ROU,RUS,16,2025
548,sr:competitor:49682,"Kichenok, Nadiia",Ukraine,UKR,KIC,16,2025
549,sr:competitor:19731,"Piter, Katarzyna",Poland,POL,PIT,16,2025
550,sr:competitor:70784,"Hozumi, Eri",Japan,JPN,HOZ,16,2025
551,sr:competitor:157672,"Stollar, Fanny",Hungary,HUN,STO,16,2025
552,sr:competitor:47697,"Zheng, Saisai",China,CHN,ZHE,16,2025
553,sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD,16,2025
554,sr:competitor:43547,"Aoyama, Shuko",Japan,JPN,AOY,16,2025
555,sr:competitor:128584,"Samsonova, Liudmila",Neutral,,SAM,16,2025
556,sr:competitor:278887,"Kostyuk, Marta",Ukraine,UKR,KOS,16,2025
557,sr:competitor:138452,"Shibahara, Ena",Japan,JPN,SHI,16,2025
558,sr:competitor:61606,"Sizikova, Yana",Neutral,,SIZ,16,2025
559,sr:competitor:60668,"Ninomiya, Makoto",Japan,JPN,NIN,16,2025
560,sr:competitor:44834,"Pegula, Jessica",USA,USA,PEG,16,2025
561,sr:competitor:53789,"Dart, Harriet",Great Britain,GBR,DAR,16,2025
562,sr:competitor:135854,"Neel, Ingrid",Estonia,EST,NEE,16,2025
563,sr:competitor:41877,"Yuan, Yue",China,CHN,YUA,16,2025
564,sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE,16,2025
565,sr:competitor:360038,"Stearns, Peyton",USA,USA,STE,16,2025
566,sr:competitor:215476,"Siskova, Anna",Czechia,CZE,SIS,16,2025
567,sr:competitor:52695,"Moratelli, Angelica",Italy,ITA,MOR,16,2025
568,sr:competitor:69602,"Lumsden, Maia",Great Britain,GBR,LUM,16,2025
569,sr:competitor:194106,"Tang, Qianhui",China,CHN,TAN,16,2025
570,sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK,16,2025
571,sr:competitor:37504,"Kalashnikova, Oksana",Georgia,GEO,KAL,16,2025
572,sr:competitor:45915,"Yang, Zhaoxuan",China,CHN,YAN,16,2025
573,sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE,16,2025
574,sr:competitor:45545,"Putintseva, Yulia",Kazakhstan,KAZ,PUT,16,2025
575,sr:competitor:105463,"Bouzkova, Marie",Czechia,CZE,BOU,16,2025
576,sr:competitor:48451,"Cavalle-Reimers, Yvonne",Spain,ESP,CAV,16,2025
577,sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP,16,2025
578,sr:competitor:44977,"Santamaria, Sabrina",USA,USA,SAN,16,2025
579,sr:competitor:173748,"Detiuc, Anastasia",Czechia,CZE,DET,16,2025
580,sr:competitor:73542,"Gleason, Quinn",USA,USA,GLE,16,2025
581,sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS,16,2025
582,sr:competitor:192130,"Blinkova, Anna",Neutral,,BLI,16,2025
583,sr:competitor:234150,"Potapova, Anastasia",Neutral,,POT,16,2025
584,sr:competitor:121760,"Anshba, Amina",Neutral,,ANS,16,2025
585,sr:competitor:179146,"Kalinskaya, Anna",Neutral,,KAL,16,2025
586,sr:competitor:52025,"Wang, Yafan",China,CHN,WAN,16,2025
587,sr:competitor:71754,"Martins, Ingrid",Brazil,BRA,MAR,16,2025
588,sr:competitor:108621,"Kempen, Magali",Belgium,BEL,KEM,16,2025
589,sr:competitor:799304,"Pridankina, Elena",Neutral,,PRI,16,2025
590,sr:competitor:182054,"Skoch, Miriam",Czechia,CZE,SKO,16,2025
591,sr:competitor:54175,"Zimmermann, Kimberley",Belgium,BEL,ZIM,16,2025
592,sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA,16,2025
593,sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB,16,2025
594,sr:competitor:42289,"Linette, Magda",Poland,POL,LIN,16,2025
595,sr:competitor:418583,"Haverlag, Isabelle",Netherlands,NLD,HAV,16,2025
596,sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR,16,2025
597,sr:competitor:318195,"Parry, Diane",France,FRA,PAR,16,2025
598,sr:competitor:210558,"Jorge, Francisca",Portugal,PRT,JOR,16,2025
599,sr:competitor:51651,"Rosatello, Camilla",Italy,ITA,ROS,16,2025
600,sr:competitor:18298,"Zvonareva, Vera",Neutral,,ZVO,16,2025
601,sr:competitor:41404,"Watson, Heather",Great Britain,GBR,WAT,16,2025
602,sr:competitor:227486,"Zantedeschi, Aurora",Italy,ITA,ZAN,16,2025
603,sr:competitor:286435,"Gadecki, Olivia",Australia,AUS,GAD,16,2025
604,sr:competitor:235260,"Chwalinska, Maja",Poland,POL,CHW,16,2025
605,sr:competitor:453301,"Jorge, Matilde",Portugal,PRT,JOR,16,2025
606,sr:competitor:143140,"Aney, Jessie",USA,USA,ANE,16,2025
607,sr:competitor:51943,"Strakhova, Valeriya",Ukraine,UKR,STR,16,2025
608,sr:competitor:64085,"Pigossi, Laura",Brazil,BRA,PIG,16,2025
609,sr:competitor:215598,"Vedder, Eva",Netherlands,NLD,VED,16,2025
610,sr:competitor:549759,"Krueger, Ashlyn",USA,USA,KRU,16,2025
611,sr:competitor:378340,"Corley, Carmen",USA,USA,COR,16,2025
612,sr:competitor:49907,"Murray Sharan, Samantha",Great Britain,GBR,MUS,16,2025
613,sr:competitor:72758,"Cristian, Jaqueline",Romania,ROU,CRI,16,2025
614,sr:competitor:628178,"Brooks, Madeleine",Great Britain,GBR,BRO,16,2025
615,sr:competitor:335171,"Uchijima, Moyuka",Japan,JPN,UCH,16,2025
616,sr:competitor:161270,"Salden, Lara",Belgium,BEL,SAL,16,2025
617,sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS,16,2025
618,sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV,16,2025
619,sr:competitor:87090,"Chong, Eudice","Hong Kong, China",HKG,CHO,16,2025
620,sr:competitor:262759,"Wang, Xiyu",China,CHN,WAN,16,2025
621,sr:competitor:53288,"Silva, Eden",Great Britain,GBR,SIL,16,2025
622,sr:competitor:303814,"Tikhonova, Anastasia",Neutral,,TIK,16,2025
623,sr:competitor:473609,"Kubka, Martyna",Poland,POL,KUB,16,2025
624,sr:competitor:19847,"Rus, Arantxa",Netherlands,NLD,RUS,16,2025
625,sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO,16,2025
626,sr:competitor:67430,"Cascino, Estelle",France,FRA,CAS,16,2025
627,sr:competitor:46428,"Maleckova, Jesika",Czechia,CZE,MAL,16,2025
628,sr:competitor:150574,"Bondar, Anna",Hungary,HUN,BON,16,2025
629,sr:competitor:98607,"Chang, Sophie",USA,USA,CHA,16,2025
630,sr:competitor:297588,"Romero Gormaz, Leyre",Spain,ESP,ROM,16,2025
631,sr:competitor:23158,"Stephens, Sloane",USA,USA,STE,16,2025
632,sr:competitor:319455,"Baptiste, Hailey",USA,USA,BAP,16,2025
633,sr:competitor:115507,"Bolsova, Aliona",Spain,ESP,BOL,16,2025
634,sr:competitor:42492,"Kawa, Katarzyna",Poland,POL,KAW,16,2025
635,sr:competitor:92879,"Shymanovich, Iryna",Neutral,,SHY,16,2025
636,sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE,16,2025
637,sr:competitor:228418,"Navarro, Emma",USA,USA,NAV,16,2025
638,sr:competitor:61526,"Thombare, Prarthana",India,IND,THO,16,2025
639,sr:competitor:242602,"McNally, Catherine",USA,USA,MCC,16,2025
640,sr:competitor:771430,"Naef, Celine",Switzerland,CHE,NAE,16,2025
641,sr:competitor:133662,"Badosa, Paula",Spain,ESP,BAD,16,2025
642,sr:competitor:118096,"Papadakis, Lena",Germany,DEU,PAP,16,2025
643,sr:competitor:137990,"Failla, Jessica",USA,USA,FAI,16,2025
644,sr:competitor:147506,"Fourlis, Jaimee",Australia,AUS,FOU,16,2025
645,sr:competitor:373354,"Cocciaretto, Elisabetta",Italy,ITA,COC,16,2025
646,sr:competitor:256447,"Monnet, Carole",France,FRA,MON,16,2025
647,sr:competitor:99429,"Hule, Petra",Australia,AUS,HUL,16,2025
648,sr:competitor:50915,"Plipuech, Peangtarn",Thailand,THA,PLI,16,2025
649,sr:competitor:92877,"Fossa Huergo, Nicole",Italy,ITA,FOS,16,2025
650,sr:competitor:119216,"Herrero Linana, Alicia",Spain,ESP,HER,16,2025
651,sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA,16,2025
652,sr:competitor:867519,"Tsao, Chia Yi",Chinese Taipei,TPE,TSA,16,2025
653,sr:competitor:227390,"Brancaccio, Nuria",Italy,ITA,BRA,16,2025
654,sr:competitor:776340,"Joint, Maya",Australia,AUS,JOI,16,2025
655,sr:competitor:137932,"Mikulskyte, Justina",Lithuania,LTU,MIK,16,2025
656,sr:competitor:325837,"Sakellaridi, Sapfo",Greece,GRC,SAK,16,2025
657,sr:competitor:448121,"Rogers, Anna",USA,USA,ROG,16,2025
658,sr:competitor:143146,"Smith, Alana",USA,USA,SMI,16,2025
659,sr:competitor:256547,"Parks, Alycia",USA,USA,PAR,16,2025
660,sr:competitor:369524,"Erjavec, Veronika",Slovenia,SVN,ERJ,16,2025
661,sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL,16,2025
662,sr:competitor:102637,"McAdoo, Rasheeda",USA,USA,MCA,16,2025
663,sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI,16,2025
664,sr:competitor:45827,"Lechemia, Elixane",France,FRA,LEC,16,2025
665,sr:competitor:203893,"Kucmova, Aneta",Czechia,CZE,KUC,16,2025
666,sr:competitor:160190,"Hartono, Arianne",Netherlands,NLD,HAR,16,2025
667,sr:competitor:46528,"Perrin, Conny",Switzerland,CHE,PER,16,2025
668,sr:competitor:65610,"Wagner, Anita",Bosnia & Herzegovina,BIH,WAG,16,2025
669,sr:competitor:195408,"Shimizu, Ayano",Japan,JPN,SHI,16,2025
670,sr:competitor:448081,"Noha Akugue, Noma",Germany,DEU,NOH,16,2025
671,sr:competitor:245295,"Waltert, Simona",Switzerland,CHE,WAL,16,2025
672,sr:competitor:87834,"Hon, Priscilla",Australia,AUS,HON,16,2025
673,sr:competitor:287769,"Kessler, McCartney",USA,USA,KES,16,2025
674,sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB,16,2025
675,sr:competitor:569013,"Fernandez, Bianca Jolie",Canada,CAN,FER,16,2025
676,sr:competitor:235252,"Kozyreva, Maria",Neutral,,KOZ,16,2025
677,sr:competitor:91916,"Grey, Sarah Beth",Great Britain,GBR,GRE,16,2025
